title,description,url,published_date,source,country,language
Cyber fraud accused nabbed by Hyderabad police at Mumbai airport,,https://www.thehindu.com/news/national/telangana/cyber-fraud-accused-nabbed-by-hyderabad-police-at-mumbai-airport/article69819425.ece,2025-07-17T02:58:46,The Hindu,India,en
BJP government in Uttarakhand promoting VIP culture Congress,The party questions how the BKTC chairman was allowed to fly to Kedarnath by a chopper despite suspension of service,https://www.thehindu.com/news/national/uttarakhand/bjp-government-in-uttarakhand-promoting-vip-culture-congress/article69820259.ece,2025-07-17T02:53:00,The Hindu,India,en
Four arrested for misappropriating CMRF funds worth 8.71 lakh using forged cheques,The accused are alleged to have forged documents and siphoned off government funds intended for financially distressed applicants,https://www.thehindu.com/news/national/telangana/four-arrested-for-misappropriating-cmrf-funds-worth-871-lakh-using-forged-cheques/article69818794.ece,2025-07-17T02:50:15,The Hindu,India,en
"Appear personally in contempt case, HC tells HCA secretary, CEO",,https://www.thehindu.com/news/national/telangana/appear-personally-in-contempt-case-hc-tells-hca-secretary-ceo/article69819944.ece,2025-07-17T02:43:09,The Hindu,India,en
"Hyderabads Bolarum saw highest ozone pollution this summer, says study","Between March 1 and May 31, Bolarum recorded 17 days when ground-level ozone levels breached the safe limit  the highest in the city",https://www.thehindu.com/news/national/telangana/hyderabads-bolarum-saw-highest-ozone-pollution-this-summer-says-study/article69819717.ece,2025-07-17T02:37:34,The Hindu,India,en
Three held in CBI drive against mule account network across seven States,"As part of Operation Chakra-V, the agency searched multiple locations in Delhi, Bihar, Madhya Pradesh, Kerala, Punjab, Andhra Pradesh, and Rajasthan.",https://www.thehindu.com/news/national/operation-chakra-v-three-held-in-cbi-drive-against-mule-account-network-across-seven-states/article69819533.ece,2025-07-17T02:36:00,The Hindu,India,en
JK making rapid strides on path of peace and prosperity L-G Manoj Sinha,"Delivering a lecture at Gandhi Smriti in the national capital, the Lieutenant-Governor says Jammu and Kashmirs economy had more than doubled over the past five years",https://www.thehindu.com/news/national/jammu-and-kashmir/jammu-and-kashmir-making-rapid-strides-on-path-of-peace-and-prosperity-lg-manoj-sinha/article69820294.ece,2025-07-17T02:03:00,The Hindu,India,en
Holiday declared for schools in Kozhikode district,,https://www.thehindu.com/news/national/kerala/holiday-declared-for-schools-in-kozhikode-district/article69819920.ece,2025-07-17T01:45:01,The Hindu,India,en
Agreement for biogas plant in Kozhikode to be signed soon,"The Corporation will hand over seven acres for the facility, where 150 tonnes of biowaste will be processed",https://www.thehindu.com/news/national/kerala/agreement-for-biogas-plant-in-kozhikode-to-be-signed-soon/article69819852.ece,2025-07-17T01:44:55,The Hindu,India,en
Ernakulam rural police launch Mission Punarjani to make Perumbavoor drug-free,,https://www.thehindu.com/news/national/kerala/ernakulam-rural-police-launch-mission-punarjani-to-make-perumbavoor-drug-free/article69819199.ece,2025-07-17T01:44:27,The Hindu,India,id
The Hindu Home Expo from August 1 at LuLu Mall in Kochi,,https://www.thehindu.com/news/national/kerala/the-hindu-home-expo-from-august-1-at-lulu-mall-in-kochi/article69819708.ece,2025-07-17T01:44:04,The Hindu,India,en
Four arrested with 10 kg of suspected ganja from Perumbavoor in Kochi,,https://www.thehindu.com/news/national/kerala/four-arrested-with-10-kg-of-suspected-ganja-from-perumbavoor-in-kochi/article69819135.ece,2025-07-17T01:43:57,The Hindu,India,en
IIM-K unveils Gyanodaya centre,,https://www.thehindu.com/news/national/kerala/iim-k-unveils-gyanodaya-centre/article69819612.ece,2025-07-17T01:43:17,The Hindu,India,ca
Man gets 3 days simple imprisonment for contempt of court,,https://www.thehindu.com/news/national/kerala/man-gets-3-days-simple-imprisonment-for-contempt-of-court/article69819336.ece,2025-07-17T01:43:02,The Hindu,India,en
"No exemption from selection of minor courses this year, says CU Registrar","Students pursuing major main courses with minors under the four-year undergraduate programme in affiliated colleges must choose all minors from two groups offered by a discipline other than their major, says a circular issued on July 14",https://www.thehindu.com/news/national/kerala/no-exemption-from-selection-of-minor-courses-this-year-says-cu-registrar/article69819445.ece,2025-07-17T01:42:23,The Hindu,India,en
Theft of car using container trailer accused linked to 10 cases,,https://www.thehindu.com/news/national/kerala/theft-of-car-using-container-trailer-accused-linked-to-10-cases/article69819032.ece,2025-07-17T01:39:08,The Hindu,India,en
"Aunt approaches Kerala High Court seeking probe into death of Vipanchika, daughter",,https://www.thehindu.com/news/national/kerala/aunt-approaches-kerala-high-court-seeking-probe-into-death-of-vipanchika-daughter/article69819939.ece,2025-07-17T01:38:17,The Hindu,India,en
Kodenchery panchayat to launch digital biodiversity register,"A 12-member committee has been formed in all the 21 wards to complete the task and release the digitised version on October 2, says panchayat president",https://www.thehindu.com/news/cities/kozhikode/kodenchery-panchayat-to-launch-digital-biodiversity-register/article69818940.ece,2025-07-17T01:37:52,The Hindu,India,en
U.K.s Southampton University opens campus in Gurugram,,https://www.thehindu.com/news/national/haryana/uks-southampton-university-opens-campus-in-gurugram/article69819719.ece,2025-07-17T01:37:20,The Hindu,India,en
Drains along M.G. Road in Kochi to be renovated to increase carrying capacity,"Of the 9.40-km stretch, 2.60 km from Pharmacy Junction likely to be covered in initial phase PWD to use 10 cr. under Operation Breakthrough",https://www.thehindu.com/news/cities/Kochi/drains-along-mg-road-in-kochi-to-be-renovated-to-increase-carrying-capacity/article69818912.ece,2025-07-17T01:37:16,The Hindu,India,en
50-year-old remanded in alleged rape case in Kasaragod,The alleged assaults reportedly took place in 2022 within the Ambalathara police station limits,https://www.thehindu.com/news/national/kerala/50-year-old-remanded-in-alleged-rape-case-in-kasaragod/article69818892.ece,2025-07-17T01:34:47,The Hindu,India,en
Minor held on charge of bank robbery bid,,https://www.thehindu.com/news/national/kerala/minor-held-on-charge-of-bank-robbery-bid/article69818828.ece,2025-07-17T01:33:55,The Hindu,India,en
Schools in Kozhikode step up security with strengthened SPG network,"The SPGs, functioning under the heads of institutions, mainly comprise student representatives, parent-teacher association nominees, and community members from diverse sectors who can closely monitor student movements",https://www.thehindu.com/news/cities/kozhikode/schools-in-kozhikode-step-up-security-with-strengthened-spg-network/article69818735.ece,2025-07-17T01:33:03,The Hindu,India,en
3-day event on travel options begins in city,,https://www.thehindu.com/news/national/tamil-nadu/3-day-event-on-travel-options-begins-in-city/article69819887.ece,2025-07-17T01:00:24,The Hindu,India,en
Information panel orders filing of plaint against RTI petitioner,,https://www.thehindu.com/news/national/tamil-nadu/information-panel-orders-filing-of-plaint-against-rti-petitioner/article69819200.ece,2025-07-17T00:44:28,The Hindu,India,en
Nimirnthu Nil initiative launched to boost entrepreneurship among students,,https://www.thehindu.com/news/national/tamil-nadu/nimirnthu-nil-initiative-launched-to-boost-entrepreneurship-among-students/article69819741.ece,2025-07-17T00:42:34,The Hindu,India,en
Tamil Nadu plans 460 new PG medical seats in government colleges by 2026,,https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-plans-460-new-pg-medical-seats-in-government-colleges-by-2026-chennai/article69819805.ece,2025-07-17T00:38:24,The Hindu,India,en
Task ahead for BJP chief in Telangana,Ramchander Rao faces the challenge of uniting cadre and expanding rural reach,https://www.thehindu.com/opinion/op-ed/task-ahead-for-bjp-chief-in-telangana/article69818646.ece,2025-07-17T00:35:28,The Hindu,India,en
Air India finds no issues with locking mechanism of fuel control switch in B787 planes Official,The official also said that all the Boeing 787-8 aircraft have undergone Throttle Control Module TCM replacement as per the Boeing maintenance schedule,https://www.thehindu.com/news/national/air-india-finds-no-issues-with-locking-mechanism-of-fuel-control-switch-in-b787-planes-official/article69820484.ece,2025-07-17T00:21:00,The Hindu,India,en
Woman robbed of gold jewellery at Government Taluk Hospital in Tirupattur,,https://www.thehindu.com/news/national/tamil-nadu/woman-robbed-of-gold-jewellery-at-government-taluk-hospital-in-tirupattur/article69819104.ece,2025-07-17T00:20:36,The Hindu,India,en
Railway gate keeper at railway station near Tiruvannamalai suspended for sloppy work,,https://www.thehindu.com/news/national/tamil-nadu/railway-gate-keeper-at-railway-station-near-tiruvannamalai-suspended-for-sloppy-work/article69819096.ece,2025-07-17T00:17:35,The Hindu,India,en
Fencing out the voter in Bihars poll roll preparation,"The Supreme Court must intervene, once again, in the matter of the Bihar Special Intensive Revision of electoral rolls and ensure that the manner of the preparation meets Indias exacting constitutional standards",https://www.thehindu.com/opinion/lead/fencing-out-the-voter-in-bihars-poll-roll-preparation/article69820024.ece,2025-07-17T00:16:00,The Hindu,India,en
Suspected food poisoning at hostel in Thrikkakara,,https://www.thehindu.com/news/national/kerala/suspected-food-poisoning-at-hostel-in-thrikkakara/article69819559.ece,2025-07-17T00:07:32,The Hindu,India,en
Tiruchi Sivas comment on Kamaraj causes unease within DMK-Congress alliance in Tamil Nadu,DMK Rajya Sabha MP Tiruchi Siva had remarked that former Chief Minister and Congress stalwart K. Kamaraj wouldnt sleep without an air conditioner,https://www.thehindu.com/news/national/tamil-nadu/tiruchi-siva-comment-on-kamarajar-causes-unease-within-dmk-congress-alliance-in-tamil-nadu/article69820037.ece,2025-07-17T00:03:43,The Hindu,India,en
"Ungaludan Stalin, AMMA schemes may appear similar, but are different",,https://www.thehindu.com/news/national/tamil-nadu/ungaludan-stalin-amma-schemes-may-appear-similar-but-are-different/article69820049.ece,2025-07-17T00:00:08,The Hindu,India,en
Suvendu demands thorough revision of voter list in Bengal,"West Bengal goes to the polls next year, while the Assembly election is due in Bihar later this year.",https://www.thehindu.com/news/national/west-bengal/suvendu-demands-thorough-revision-of-voter-list-in-bengal/article69819833.ece,2025-07-17T00:00:04,The Hindu,India,en
