title,description,url,published_date,source,country,language
Modi leaves for Maldives after concluding U.K. trip,"Mr. Modi was hosted by his U.K. counterpart, Keir Starmer for an intense session of talks that also covered regional and global issues of mutual interest",https://www.thehindu.com/news/national/modi-leaves-for-maldives-after-concluding-uk-trip/article69852344.ece,2025-07-25T03:01:43,The Hindu,India,en
Indian students flagged difficulty in obtaining U.S. student visa appointments Govt to Parliament,Govt said the MEA took up the matter with the U.S. Embassy in New Delhi as well as the U.S. Department of State,https://www.thehindu.com/news/national/indian-students-flagged-difficulty-in-obtaining-us-student-visa-appointments-govt-to-parliament/article69852315.ece,2025-07-25T02:40:41,The Hindu,India,en
"India, U.S. presently engaged in active negotiations on Bilateral Trade Agreement Govt in Parliament","Both sides acknowledged the importance of maintaining positive momentum in these negotiations and expressed their commitment to an early conclusion of the first tranche of a mutually beneficial, multi-sector BTA, Govt said",https://www.thehindu.com/news/national/india-us-presently-engaged-in-active-negotiations-on-bilateral-trade-agreement-govt-in-parliament/article69852310.ece,2025-07-25T02:35:36,The Hindu,India,en
"Mandatory to immerse Plaster of Paris PoP Ganesh idols up to 6 ft in artificial ponds only, says Bombay HC",The order will be effective till March next year for the festivals that have the custom of immersing deities idols in Maharashtra,https://www.thehindu.com/news/national/maharashtra/mandatory-to-immerse-plaster-of-paris-pop-ganesh-idols-up-to-6-ft-in-artificial-ponds-only-says-bombay-hc/article69851766.ece,2025-07-25T02:30:00,The Hindu,India,en
"Operation Sindoor Indias actions were measured, non-escalatory, govt tells Parliament",Minster of State for External Affairs Kirti Vardhan Singh said said Operation Sindoor was launched to respond to a barbaric cross-border terror attack by Pakistan-sponsored terrorists,https://www.thehindu.com/news/national/operation-sindoor-indias-actions-were-measured-non-escalatory-govt-tells-parliament/article69852316.ece,2025-07-25T02:24:22,The Hindu,India,en
"V.S. Achuthanandan, the man of the masses","Had it not been for him, many cases and issues deserving public attention and debate would have easily gone under the carpet",https://www.thehindu.com/opinion/op-ed/vs-achuthanandan-the-man-of-the-masses/article69851072.ece,2025-07-25T02:03:50,The Hindu,India,en
More underpasses sought in densely populated areas in Edappally-Muthakunnam NH 66 corridor,,https://www.thehindu.com/news/national/kerala/more-underpasses-sought-in-densely-populated-areas-in-edappally-muthakunnam-nh-66-corridor/article69851297.ece,2025-07-25T01:35:38,The Hindu,India,en
"CM too accuses BJP of manipulating LS polls in Karnataka, and says Congress leaders are in discussion to decide next course of action",,https://www.thehindu.com/news/national/karnataka/cm-too-accuses-bjp-of-manipulating-ls-polls-in-karnataka-and-says-congress-leaders-are-in-discussion-to-decide-next-course-of-action/article69851483.ece,2025-07-25T01:32:38,The Hindu,India,en
"Central govt. officials petition Cabinet Secretary, PMO on career stagnation","In its appeal to the Prime Minister, forum seeks fresh cadre review, initiation of time-bound promotions, and service parity with other Central Civil Services",https://www.thehindu.com/news/national/central-govt-officials-petition-cabinet-secretary-pmo-on-career-stagnation/article69851998.ece,2025-07-25T01:03:25,The Hindu,India,en
WHO launches policy summaries on air quality and health to drive sector-specific action,,https://www.thehindu.com/news/national/tamil-nadu/who-launches-policy-summaries-on-air-quality-and-health-to-drive-sector-specific-action/article69851560.ece,2025-07-25T01:01:42,The Hindu,India,en
